regiao;tipo_estabelecimento;ano;resultado;n_conformidades;tempo_resolucao;tipo_conformidade;gravidade_conformidade;tamanho_estabelecimento;numero_fiscalizacoes_previas;tipo_acao_corretiva;status_acao_corretiva;categoria_produtos;licenca_valida;dias_desde_ultima_fiscalizacao;inspecao_planejada;fiscal_responsavel
Sul;Hospital;2019;Não Conforme;6;109;Rotulagem;Baixa;Grande;2;Melhoria de Infraestrutura;Em Progresso;Saneantes;Sim;294;Planejada;1094
Norte;Laboratório;2020;Não Conforme;7;233;Registro de Produtos;Alta;Pequeno;0;Melhoria de Infraestrutura;Concluída;Alimentos;Não;281;Planejada;1032
Centro-Oeste;Hospital;2020;Conforme;5;111;Armazenamento;Média;Grande;4;Melhoria de Infraestrutura;Concluída;Alimentos;Sim;166;Não Planejada;1065
Nordeste;Farmácia;2018;Não Conforme;5;232;Armazenamento;Média;Grande;3;Melhoria de Infraestrutura;Pendente;Medicamentos;Não;143;Planejada;1078
Sudeste;Distribuidora;2022;Conforme;5;238;Rotulagem;Baixa;Médio;1;Melhoria de Infraestrutura;Em Progresso;Saneantes;Sim;498;Não Planejada;1010
Centro-Oeste;Farmácia;2022;Conforme;4;197;Registro de Produtos;Alta;Médio;0;Requalificação de Pessoal;Em Progresso;Medicamentos;Sim;484;Não Planejada;1089
Norte;Indústria de Cosméticos;2019;Conforme;7;273;Registro de Produtos;Média;Grande;0;Requalificação de Pessoal;Pendente;Alimentos;Sim;413;Não Planejada;1017
Sudeste;Hospital;2021;Não Conforme;1;86;Boas Práticas de Fabricação;Baixa;Médio;1;Adequação de Processo;Concluída;Saneantes;Não;97;Planejada;1064
Norte;Indústria de Saneantes;2022;Não Conforme;6;295;Rotulagem;Baixa;Grande;0;Requalificação de Pessoal;Concluída;Cosméticos;Não;704;Não Planejada;1031
Norte;Distribuidora;2019;Não Conforme;3;41;Armazenamento;Baixa;Grande;3;Melhoria de Infraestrutura;Em Progresso;Saneantes;Sim;288;Planejada;1003
Nordeste;Indústria de Cosméticos;2019;Não Conforme;0;48;Condições Sanitárias;Alta;Grande;1;Adequação de Processo;Concluída;Saneantes;Não;555;Não Planejada;1085
Sudeste;Distribuidora;2023;Não Conforme;4;77;Armazenamento;Baixa;Pequeno;1;Melhoria de Infraestrutura;Concluída;Cosméticos;Sim;269;Não Planejada;1035
Sudeste;Indústria de Cosméticos;2023;Não Conforme;2;178;Armazenamento;Média;Médio;3;Melhoria de Infraestrutura;Concluída;Alimentos;Não;209;Planejada;1092
Nordeste;Farmácia;2022;Conforme;3;257;Condições Sanitárias;Alta;Médio;3;Adequação de Processo;Pendente;Alimentos;Não;537;Não Planejada;1099
Centro-Oeste;Laboratório;2019;Não Conforme;6;117;Rotulagem;Média;Grande;1;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Não;305;Não Planejada;1056
Norte;Hospital;2018;Conforme;4;19;Boas Práticas de Fabricação;Média;Médio;3;Requalificação de Pessoal;Pendente;Alimentos;Sim;88;Não Planejada;1032
Sul;Clínica;2018;Conforme;3;59;Armazenamento;Média;Grande;3;Adequação de Processo;Pendente;Alimentos;Não;120;Planejada;1013
Norte;Clínica;2023;Não Conforme;0;196;Armazenamento;Alta;Médio;3;Reformulação de Produtos;Concluída;Cosméticos;Sim;225;Não Planejada;1047
Norte;Farmácia;2022;Conforme;5;107;Rotulagem;Média;Médio;1;Reformulação de Produtos;Em Progresso;Medicamentos;Sim;136;Planejada;1036
Centro-Oeste;Hospital;2021;Conforme;9;284;Rotulagem;Baixa;Grande;0;Reformulação de Produtos;Concluída;Saneantes;Sim;723;Planejada;1004
Norte;Hospital;2018;Conforme;5;34;Registro de Produtos;Baixa;Médio;2;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Não;382;Planejada;1049
Nordeste;Farmácia;2018;Não Conforme;6;295;Rotulagem;Média;Grande;1;Melhoria de Infraestrutura;Concluída;Alimentos;Não;11;Planejada;1060
Nordeste;Hospital;2023;Não Conforme;0;251;Rotulagem;Baixa;Pequeno;2;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Sim;439;Planejada;1085
Sudeste;Laboratório;2023;Conforme;3;126;Armazenamento;Alta;Grande;3;Melhoria de Infraestrutura;Em Progresso;Saneantes;Não;10;Não Planejada;1068
Sul;Farmácia;2022;Não Conforme;8;339;Boas Práticas de Fabricação;Alta;Médio;3;Adequação de Processo;Concluída;Cosméticos;Sim;315;Não Planejada;1037
Norte;Laboratório;2023;Conforme;9;106;Armazenamento;Baixa;Pequeno;0;Reformulação de Produtos;Concluída;Alimentos;Sim;65;Não Planejada;1045
Norte;Hospital;2020;Não Conforme;5;180;Rotulagem;Baixa;Pequeno;3;Requalificação de Pessoal;Pendente;Alimentos;Sim;592;Planejada;1097
Centro-Oeste;Farmácia;2019;Conforme;1;110;Registro de Produtos;Alta;Grande;2;Adequação de Processo;Pendente;Saneantes;Não;468;Não Planejada;1014
Nordeste;Hospital;2018;Conforme;3;228;Boas Práticas de Fabricação;Média;Pequeno;1;Reformulação de Produtos;Em Progresso;Cosméticos;Não;604;Não Planejada;1036
Sul;Farmácia;2020;Não Conforme;5;121;Registro de Produtos;Alta;Grande;1;Reformulação de Produtos;Concluída;Medicamentos;Não;645;Não Planejada;1026
Sudeste;Hospital;2021;Não Conforme;3;107;Condições Sanitárias;Média;Médio;0;Adequação de Processo;Concluída;Saneantes;Sim;624;Planejada;1000
Nordeste;Laboratório;2020;Não Conforme;9;131;Registro de Produtos;Baixa;Grande;2;Adequação de Processo;Pendente;Medicamentos;Não;195;Não Planejada;1028
Sudeste;Indústria de Saneantes;2022;Não Conforme;6;23;Registro de Produtos;Baixa;Pequeno;3;Adequação de Processo;Concluída;Cosméticos;Sim;414;Não Planejada;1071
Centro-Oeste;Laboratório;2021;Não Conforme;2;145;Rotulagem;Média;Grande;4;Requalificação de Pessoal;Em Progresso;Cosméticos;Sim;599;Planejada;1096
Centro-Oeste;Hospital;2021;Conforme;5;327;Rotulagem;Média;Grande;0;Reformulação de Produtos;Em Progresso;Cosméticos;Não;674;Não Planejada;1006
Norte;Farmácia;2023;Conforme;3;154;Rotulagem;Alta;Médio;0;Requalificação de Pessoal;Em Progresso;Cosméticos;Não;1;Não Planejada;1028
Sul;Clínica;2020;Conforme;2;107;Rotulagem;Média;Grande;4;Requalificação de Pessoal;Pendente;Medicamentos;Sim;368;Planejada;1030
Sudeste;Laboratório;2022;Não Conforme;2;146;Rotulagem;Baixa;Médio;1;Requalificação de Pessoal;Em Progresso;Saneantes;Sim;631;Planejada;1037
Nordeste;Laboratório;2018;Não Conforme;1;252;Registro de Produtos;Baixa;Pequeno;1;Requalificação de Pessoal;Pendente;Saneantes;Não;376;Planejada;1007
Centro-Oeste;Indústria de Cosméticos;2023;Conforme;2;302;Condições Sanitárias;Baixa;Pequeno;1;Requalificação de Pessoal;Pendente;Medicamentos;Não;191;Planejada;1094
Norte;Clínica;2020;Conforme;9;70;Rotulagem;Média;Grande;4;Adequação de Processo;Em Progresso;Cosméticos;Sim;290;Não Planejada;1036
Norte;Hospital;2018;Conforme;0;31;Condições Sanitárias;Média;Grande;3;Requalificação de Pessoal;Pendente;Cosméticos;Não;628;Planejada;1058
Sudeste;Indústria de Saneantes;2020;Conforme;2;93;Condições Sanitárias;Baixa;Pequeno;3;Melhoria de Infraestrutura;Pendente;Alimentos;Não;199;Não Planejada;1078
Centro-Oeste;Farmácia;2023;Não Conforme;8;137;Armazenamento;Média;Pequeno;2;Adequação de Processo;Em Progresso;Alimentos;Sim;235;Planejada;1053
Sul;Indústria de Cosméticos;2018;Conforme;3;163;Armazenamento;Alta;Pequeno;2;Reformulação de Produtos;Em Progresso;Medicamentos;Não;230;Planejada;1057
Centro-Oeste;Hospital;2023;Não Conforme;2;81;Boas Práticas de Fabricação;Alta;Grande;1;Reformulação de Produtos;Pendente;Saneantes;Sim;226;Planejada;1095
Sudeste;Distribuidora;2020;Conforme;7;316;Armazenamento;Média;Pequeno;4;Adequação de Processo;Pendente;Alimentos;Não;430;Não Planejada;1025
Sudeste;Indústria de Saneantes;2021;Não Conforme;0;76;Rotulagem;Média;Grande;0;Requalificação de Pessoal;Concluída;Alimentos;Sim;196;Não Planejada;1047
Centro-Oeste;Laboratório;2019;Não Conforme;4;63;Condições Sanitárias;Baixa;Pequeno;3;Adequação de Processo;Em Progresso;Saneantes;Sim;467;Não Planejada;1010
Sudeste;Distribuidora;2021;Não Conforme;0;100;Boas Práticas de Fabricação;Média;Pequeno;4;Reformulação de Produtos;Concluída;Alimentos;Não;441;Não Planejada;1022
Centro-Oeste;Laboratório;2023;Não Conforme;6;48;Armazenamento;Baixa;Grande;2;Reformulação de Produtos;Pendente;Saneantes;Não;157;Planejada;1033
Nordeste;Laboratório;2023;Conforme;4;74;Registro de Produtos;Alta;Médio;3;Adequação de Processo;Concluída;Medicamentos;Não;482;Planejada;1032
Centro-Oeste;Distribuidora;2023;Conforme;1;314;Boas Práticas de Fabricação;Média;Grande;3;Melhoria de Infraestrutura;Pendente;Alimentos;Não;354;Planejada;1080
Centro-Oeste;Indústria de Saneantes;2018;Conforme;0;192;Rotulagem;Alta;Médio;4;Melhoria de Infraestrutura;Concluída;Cosméticos;Sim;685;Não Planejada;1096
Sudeste;Distribuidora;2022;Não Conforme;6;30;Condições Sanitárias;Média;Grande;2;Melhoria de Infraestrutura;Pendente;Medicamentos;Não;533;Não Planejada;1001
Sudeste;Hospital;2023;Conforme;0;157;Rotulagem;Média;Médio;4;Reformulação de Produtos;Pendente;Alimentos;Não;508;Planejada;1060
Norte;Indústria de Cosméticos;2021;Conforme;2;266;Rotulagem;Baixa;Médio;0;Melhoria de Infraestrutura;Pendente;Saneantes;Sim;405;Planejada;1003
Norte;Indústria de Cosméticos;2019;Conforme;5;256;Registro de Produtos;Baixa;Médio;3;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Sim;700;Não Planejada;1011
Nordeste;Distribuidora;2023;Não Conforme;5;39;Registro de Produtos;Média;Grande;4;Adequação de Processo;Pendente;Alimentos;Sim;289;Não Planejada;1028
Norte;Hospital;2023;Não Conforme;6;55;Condições Sanitárias;Média;Grande;4;Requalificação de Pessoal;Em Progresso;Medicamentos;Não;679;Planejada;1041
Centro-Oeste;Indústria de Cosméticos;2023;Não Conforme;0;28;Armazenamento;Baixa;Grande;0;Requalificação de Pessoal;Pendente;Cosméticos;Sim;702;Planejada;1082
Sudeste;Hospital;2018;Conforme;6;118;Rotulagem;Alta;Médio;4;Adequação de Processo;Concluída;Alimentos;Não;90;Planejada;1056
Norte;Hospital;2023;Conforme;1;209;Armazenamento;Média;Médio;3;Requalificação de Pessoal;Pendente;Alimentos;Sim;382;Não Planejada;1049
Norte;Laboratório;2021;Conforme;5;75;Condições Sanitárias;Baixa;Grande;1;Melhoria de Infraestrutura;Pendente;Saneantes;Não;301;Não Planejada;1065
Nordeste;Indústria de Cosméticos;2020;Não Conforme;7;65;Rotulagem;Média;Grande;1;Reformulação de Produtos;Concluída;Medicamentos;Sim;442;Planejada;1006
Nordeste;Indústria de Cosméticos;2022;Conforme;4;337;Armazenamento;Baixa;Pequeno;2;Melhoria de Infraestrutura;Pendente;Cosméticos;Sim;502;Planejada;1056
Centro-Oeste;Laboratório;2023;Não Conforme;9;356;Rotulagem;Alta;Pequeno;0;Adequação de Processo;Pendente;Saneantes;Não;585;Planejada;1045
Sudeste;Distribuidora;2018;Não Conforme;2;100;Registro de Produtos;Média;Pequeno;2;Requalificação de Pessoal;Pendente;Alimentos;Não;594;Não Planejada;1021
Nordeste;Laboratório;2021;Não Conforme;7;46;Registro de Produtos;Média;Pequeno;1;Adequação de Processo;Concluída;Saneantes;Não;385;Não Planejada;1010
Norte;Indústria de Cosméticos;2023;Não Conforme;7;316;Boas Práticas de Fabricação;Alta;Pequeno;0;Adequação de Processo;Pendente;Saneantes;Sim;523;Planejada;1032
Sudeste;Indústria de Cosméticos;2018;Conforme;3;156;Condições Sanitárias;Média;Grande;4;Melhoria de Infraestrutura;Em Progresso;Cosméticos;Não;502;Planejada;1053
Sudeste;Indústria de Saneantes;2020;Conforme;7;240;Armazenamento;Média;Médio;4;Requalificação de Pessoal;Em Progresso;Alimentos;Sim;249;Planejada;1019
Norte;Distribuidora;2019;Não Conforme;4;353;Rotulagem;Média;Médio;3;Reformulação de Produtos;Em Progresso;Cosméticos;Não;672;Não Planejada;1004
Nordeste;Laboratório;2023;Conforme;4;259;Boas Práticas de Fabricação;Baixa;Grande;1;Melhoria de Infraestrutura;Em Progresso;Alimentos;Não;619;Não Planejada;1067
Norte;Farmácia;2021;Não Conforme;2;136;Condições Sanitárias;Baixa;Grande;4;Adequação de Processo;Concluída;Medicamentos;Sim;91;Não Planejada;1013
Sudeste;Farmácia;2018;Conforme;6;198;Condições Sanitárias;Média;Grande;0;Adequação de Processo;Pendente;Medicamentos;Sim;716;Não Planejada;1002
Sul;Distribuidora;2018;Conforme;8;187;Condições Sanitárias;Alta;Pequeno;4;Requalificação de Pessoal;Em Progresso;Cosméticos;Não;394;Planejada;1081
Sul;Laboratório;2023;Não Conforme;8;116;Armazenamento;Alta;Pequeno;2;Adequação de Processo;Pendente;Saneantes;Sim;358;Planejada;1057
Centro-Oeste;Laboratório;2018;Não Conforme;0;58;Registro de Produtos;Média;Pequeno;2;Adequação de Processo;Pendente;Alimentos;Não;149;Não Planejada;1026
Norte;Hospital;2019;Não Conforme;0;70;Boas Práticas de Fabricação;Baixa;Grande;2;Melhoria de Infraestrutura;Concluída;Alimentos;Não;475;Não Planejada;1003
Norte;Indústria de Cosméticos;2018;Não Conforme;9;93;Armazenamento;Baixa;Grande;2;Requalificação de Pessoal;Pendente;Cosméticos;Não;678;Não Planejada;1066
Centro-Oeste;Clínica;2022;Conforme;4;229;Rotulagem;Média;Médio;2;Melhoria de Infraestrutura;Em Progresso;Saneantes;Não;628;Planejada;1063
Centro-Oeste;Indústria de Saneantes;2022;Não Conforme;0;137;Armazenamento;Baixa;Grande;3;Reformulação de Produtos;Em Progresso;Saneantes;Não;442;Não Planejada;1090
Centro-Oeste;Distribuidora;2018;Conforme;3;105;Rotulagem;Baixa;Pequeno;2;Adequação de Processo;Concluída;Alimentos;Não;8;Planejada;1091
Sudeste;Clínica;2023;Não Conforme;0;305;Rotulagem;Alta;Médio;3;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Não;229;Planejada;1085
Norte;Clínica;2022;Conforme;1;339;Condições Sanitárias;Média;Grande;3;Melhoria de Infraestrutura;Em Progresso;Alimentos;Não;70;Planejada;1041
Sudeste;Distribuidora;2021;Não Conforme;1;17;Armazenamento;Baixa;Médio;4;Requalificação de Pessoal;Concluída;Medicamentos;Não;703;Não Planejada;1028
Centro-Oeste;Laboratório;2022;Conforme;3;54;Registro de Produtos;Baixa;Médio;0;Adequação de Processo;Concluída;Cosméticos;Não;674;Não Planejada;1079
Norte;Distribuidora;2018;Conforme;7;112;Rotulagem;Baixa;Grande;2;Melhoria de Infraestrutura;Em Progresso;Saneantes;Não;689;Não Planejada;1034
Sudeste;Clínica;2023;Conforme;1;172;Condições Sanitárias;Média;Pequeno;0;Adequação de Processo;Concluída;Alimentos;Sim;40;Não Planejada;1018
Sudeste;Indústria de Cosméticos;2020;Não Conforme;8;305;Registro de Produtos;Média;Pequeno;1;Reformulação de Produtos;Concluída;Cosméticos;Sim;29;Planejada;1093
Centro-Oeste;Indústria de Saneantes;2023;Não Conforme;8;144;Armazenamento;Baixa;Médio;3;Adequação de Processo;Em Progresso;Saneantes;Não;521;Planejada;1078
Norte;Indústria de Saneantes;2023;Não Conforme;1;85;Registro de Produtos;Alta;Grande;1;Adequação de Processo;Em Progresso;Medicamentos;Não;277;Não Planejada;1068
Centro-Oeste;Indústria de Cosméticos;2023;Não Conforme;0;12;Armazenamento;Alta;Grande;3;Melhoria de Infraestrutura;Concluída;Cosméticos;Não;288;Planejada;1030
Norte;Indústria de Cosméticos;2021;Conforme;9;252;Rotulagem;Média;Pequeno;2;Requalificação de Pessoal;Pendente;Cosméticos;Não;584;Planejada;1042
Sul;Laboratório;2019;Conforme;9;216;Boas Práticas de Fabricação;Alta;Grande;1;Requalificação de Pessoal;Pendente;Alimentos;Sim;183;Não Planejada;1094
Nordeste;Farmácia;2018;Conforme;8;126;Boas Práticas de Fabricação;Baixa;Grande;4;Requalificação de Pessoal;Em Progresso;Cosméticos;Sim;522;Não Planejada;1072
Nordeste;Distribuidora;2019;Não Conforme;1;98;Rotulagem;Média;Médio;1;Reformulação de Produtos;Em Progresso;Cosméticos;Sim;689;Planejada;1076
Nordeste;Indústria de Saneantes;2020;Conforme;7;304;Registro de Produtos;Média;Grande;3;Reformulação de Produtos;Pendente;Alimentos;Não;599;Não Planejada;1020
Centro-Oeste;Indústria de Cosméticos;2019;Conforme;2;28;Armazenamento;Alta;Grande;3;Melhoria de Infraestrutura;Concluída;Cosméticos;Sim;84;Planejada;1094
Sul;Distribuidora;2018;Não Conforme;0;336;Boas Práticas de Fabricação;Média;Grande;0;Requalificação de Pessoal;Pendente;Medicamentos;Sim;397;Não Planejada;1064
Norte;Indústria de Saneantes;2018;Não Conforme;0;266;Armazenamento;Alta;Pequeno;1;Reformulação de Produtos;Pendente;Alimentos;Sim;86;Planejada;1076
Sudeste;Indústria de Cosméticos;2020;Conforme;9;52;Rotulagem;Alta;Pequeno;4;Requalificação de Pessoal;Em Progresso;Medicamentos;Sim;297;Não Planejada;1033
Norte;Indústria de Saneantes;2018;Não Conforme;1;143;Registro de Produtos;Baixa;Médio;2;Requalificação de Pessoal;Concluída;Alimentos;Sim;719;Planejada;1060
Sudeste;Laboratório;2020;Não Conforme;6;132;Armazenamento;Alta;Pequeno;0;Reformulação de Produtos;Pendente;Saneantes;Não;287;Não Planejada;1035
Norte;Farmácia;2020;Não Conforme;5;346;Registro de Produtos;Alta;Pequeno;1;Requalificação de Pessoal;Concluída;Cosméticos;Sim;109;Não Planejada;1079
Sul;Farmácia;2018;Não Conforme;1;207;Boas Práticas de Fabricação;Média;Pequeno;0;Adequação de Processo;Em Progresso;Saneantes;Sim;544;Não Planejada;1073
Sudeste;Indústria de Cosméticos;2022;Conforme;3;62;Armazenamento;Baixa;Pequeno;1;Melhoria de Infraestrutura;Pendente;Medicamentos;Sim;13;Planejada;1040
Centro-Oeste;Indústria de Saneantes;2020;Conforme;1;363;Condições Sanitárias;Baixa;Médio;2;Reformulação de Produtos;Em Progresso;Saneantes;Não;377;Não Planejada;1033
Norte;Laboratório;2018;Conforme;0;132;Boas Práticas de Fabricação;Alta;Grande;2;Reformulação de Produtos;Pendente;Medicamentos;Sim;409;Não Planejada;1024
Norte;Hospital;2022;Conforme;2;41;Registro de Produtos;Média;Grande;4;Requalificação de Pessoal;Concluída;Saneantes;Sim;725;Planejada;1056
Sudeste;Distribuidora;2020;Conforme;3;201;Rotulagem;Média;Grande;0;Reformulação de Produtos;Em Progresso;Medicamentos;Não;630;Não Planejada;1064
Centro-Oeste;Distribuidora;2022;Não Conforme;9;99;Condições Sanitárias;Média;Médio;4;Adequação de Processo;Concluída;Cosméticos;Não;618;Planejada;1075
Centro-Oeste;Clínica;2021;Conforme;4;311;Armazenamento;Baixa;Pequeno;1;Requalificação de Pessoal;Pendente;Saneantes;Sim;15;Planejada;1021
Sul;Laboratório;2023;Conforme;4;284;Boas Práticas de Fabricação;Baixa;Médio;2;Adequação de Processo;Em Progresso;Medicamentos;Sim;725;Planejada;1059
Centro-Oeste;Indústria de Saneantes;2021;Não Conforme;6;357;Armazenamento;Alta;Médio;2;Melhoria de Infraestrutura;Concluída;Medicamentos;Sim;188;Planejada;1053
Centro-Oeste;Clínica;2022;Não Conforme;9;47;Armazenamento;Alta;Médio;3;Melhoria de Infraestrutura;Concluída;Saneantes;Não;234;Planejada;1021
Centro-Oeste;Indústria de Cosméticos;2020;Não Conforme;7;137;Condições Sanitárias;Média;Grande;3;Adequação de Processo;Pendente;Saneantes;Não;458;Planejada;1060
Nordeste;Indústria de Saneantes;2018;Conforme;8;130;Condições Sanitárias;Alta;Pequeno;4;Requalificação de Pessoal;Em Progresso;Saneantes;Sim;725;Não Planejada;1065
Sul;Clínica;2019;Não Conforme;6;195;Condições Sanitárias;Média;Grande;0;Melhoria de Infraestrutura;Concluída;Cosméticos;Sim;145;Planejada;1044
Norte;Farmácia;2018;Não Conforme;4;117;Condições Sanitárias;Baixa;Médio;1;Requalificação de Pessoal;Em Progresso;Cosméticos;Sim;517;Não Planejada;1071
Sudeste;Distribuidora;2019;Não Conforme;8;364;Rotulagem;Alta;Médio;4;Requalificação de Pessoal;Em Progresso;Cosméticos;Sim;141;Planejada;1096
Norte;Indústria de Saneantes;2019;Conforme;7;69;Registro de Produtos;Média;Grande;2;Melhoria de Infraestrutura;Em Progresso;Saneantes;Sim;533;Não Planejada;1068
Sul;Clínica;2020;Não Conforme;9;28;Condições Sanitárias;Baixa;Grande;2;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Sim;629;Planejada;1063
Sudeste;Farmácia;2022;Não Conforme;8;335;Boas Práticas de Fabricação;Média;Grande;2;Adequação de Processo;Pendente;Medicamentos;Sim;115;Planejada;1009
Sul;Laboratório;2018;Conforme;9;14;Armazenamento;Alta;Pequeno;1;Requalificação de Pessoal;Concluída;Medicamentos;Sim;44;Não Planejada;1066
Centro-Oeste;Clínica;2022;Não Conforme;7;46;Condições Sanitárias;Média;Grande;4;Adequação de Processo;Em Progresso;Alimentos;Não;204;Não Planejada;1010
Sudeste;Indústria de Cosméticos;2021;Conforme;5;16;Boas Práticas de Fabricação;Baixa;Pequeno;1;Reformulação de Produtos;Concluída;Saneantes;Sim;473;Planejada;1093
